review_description,rating
تطبيق مفيد ورائع لكن ينقصه كتابة أرقام المطاعم وحفظ المكونات والخيارات للوجبة اللي طلبتها من قبل.. والتواصل المباشر سيء وبطييء..,1
جهع٧ل٧جهتل٧ل٧لجهجتى٧ل٧جهغق٦ب٦جهونلتعبهب٧جههلعلعلجهاغبعل٦جهتب٦ب٦جهابعبعل٦ل٦نل٦جهرهلت٦لجظلهجهبعبعبزجها٦ب٧لنجهبنعلعلعتجهبعبعلجهبتبزللهلجهىغةخلهجهتعب٧لجهتبعبعنبعجهبعل٧لغل٦بعغقجنوهبوفوقهتل٧نجهجه٥ررغلازبنجهزنبنغيجه٤ربغبعجهىب٦ق٦جهبق٦قعف٦جهسؤموعبجه٥ؤلهل٧,1
حقا رائع,1
مش عيز يشتغل,-1
"الصراحه البرنامج حلو و يوفر لك حريه الاختيار و سريع و ما يعلق و انصح 
بتحميله و حمله للكل ٦",1
خايس طلبت اكثر من مره يجيبه بارد ونص الطلبات موب فيه,-1
برنامج رائع جدا جدا جدا,1
انه جيد لاكن تاخير بالوقت ليش مايصلح تكذبون,1
حلو جدا جدا وياريت تستمر الشركة علي كده ...خدمه ممتازه اوي واسطول سيارات ممتاز وسائقين ممتازين جدا ومن نجاح لنجاح إن شاء الله وبالتوفيق....شكرا لكل شخص يعمل لدي شركه سويڤل,1
تطبيق سئ بكل المقااااييس,-1
من طرف علي الحمود,1
معرفت كيف استعمله فحذفته,-1
لتاني مره مشكله اطلب اوردر ويقاعد من الساعه 9 ونص وفي الاخر يتلغي الساعه 11 ونص كل ده لحد لما خدمه العملاء اتصلت عشان تلغي. ترجع الفلوس من غير اي تعويض علي الي حصل لاسف اخر مره اطلب اصلا,-1
كذب,-1
مش راضي يحدث,-1
ممكن سؤال ليش ما بتغطو جميع المناطق مو كل طلب اله حسابه يابتكونو جاهزين يابلا,-1
وحشه والله,-1
تطبيق رائع حاليا,1
تطبيق جدا رائع💙🇰🇼,1
للاسف اكثرمطاعم غيرموجوده اكثرالمطاعم مشغوله اعطيه نجمه واحده كثيرعليه حذفت التطبيق لانوالاغراض وصلتني ناقصه,-1
حرامية نت,-1
ابها,1
يوجد مشكله في تحديد الموقع و بعض المطاعم لا تتقيد بالوقت و الأكل يوصل بارد اتمنى الاهتمام بحل مشكله الموقع و شطب المطاعم الغير متعاونه,0
👍👍👍💙,1
في دول مش موجوده زي مصر,-1
برنامج زباله,-1
ممتاز وتوقيت وصول الطلب ممتاز جدا,1
ليه وقفت خط سير اسكندريه البرج مع العلم كان عليه كابتن محترم اوى,1
حلووو بس في شي واحد اللي هو الطلب يوصل متاخر بس حلوو,-1
تطبيق جدا ممتاز وسهل,1
ملهوش اى لزمة فودافون كاش احسن ب مراحل,-1
الاوردر ساعة ونص على ما يوصل والسائق لا يفهم انجليزى ولا عربي والاكل يجي بارد,-1
هنقرستيشن افضل بكثير,-1
كتكم القرف يارب تموتو اولا مش بيلغي طلبات وثانيا مفيش محلات هنا في حدائق حلوان,-1
جاحم,1
تطبيق رائع وفيه مصداقية بالتعامل وللخصومات والتوصيل ...ممكن شرح للجوهرة كيف نستخدمها؟ ..والرصيد المجاني من طلبات كيف بينزل وكيف بنقدر نزيد عليه دفع نقدي ...ومشكروين فعلا تطبيق رووعه,1
انا ساكن في الوراق ومش عايز يبعت بيقولي لانقوم بالتوصيل في هذه المنطقه ياريت يبقا كل المناطق,-1
جيد في التوصيل .. ولاكن تعطوني قسائم وما اقدر استخدمها هاد اسمها هبل,-1
زفت!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-1
خدمة سيئة جداً,-1
حقيقي طلعت مصطفى من الشركات الكبيرة الجميلة ومشاريعها تحفة,1
خنىتححح٩ممن,1
تطبيق رائع وسهل الاستخدام نصيحة مني حملوه التطبيق,1
طيب انا حمتله وإذا جيت ابي اطلب اطلع من البرنامج,0
تطبيق ما بنزل ع تلفوني ليش وتلفوني 2019,-1
التطبيق مش بيفتح,-1
البرنامج ممتاز ويستحق خمس نجوم,1
مو راضي يحملل و جدا جدا بعلق,-1
شكرا لكم على خدماتكم,1
يا له من رائع وجمييل 😍😍😍😍😍,1
انه برنامج مفيد جدا واكاد ان لا اصدق ! والو 😂😂,1
افضل برنامج ❤❤❤,1
رزووعه,1
شركة لا تعلم سوى جمع الأموال ولا خبرة لها في إحترام عملائها من الأفضل ما قمت بتنفيذه وهو مسح التطبيق من جهازى,-1
"اصبح فاشل بشكل لايطاق المطاعم تستهتر بالعميل تتاخر بالطلب يلغى بلا سبب .. 
طلبات فاشلة",-1
بعض الاحيان ما يزبط بس ع الاغلب تمام,1
لا يطلب,-1
البرنامج ممتاز بس الأكل يوصل بارد المندوبين يفضل يكون عندهم حقائب حفظ الأكل,1
جباررر,1
نصيحه لا تستخدموا بطاقة الائتمان طبيق مرات مايرجع حقك .انا عن نفسي خذفت التطبيق عقاب لهم.,-1
please account 2:900OMR I gave him 3:000OMR so I didn't get back to 0:100OMR لو سمحتو الحساب 2:900OMR عطيته 3:000OMR فما رجعلي ال 0:100OMR,-1
اسمعو بن بخيت ما يوصل,0
انا حجزت رحله من القاهره مدينة نصر الى مدينة المنصورة ومش عارف مكان المقابله او اي خبر عن الرحله,1
شارع 12 فيلا 181,1
اطلب متى ما ابي,1
بس مشكلتهم التوصيل في أغلب المطاعم يوصل متأخر,1
سيئ جدا ولا يوجد توصيل طلبات الي المنطقه اللي فيها.....تطبيق فاشل,-1
احلى شي بالعالم اطلب بأقل من دقيقه,1
البرنامج جميل لكن ما فيه في بعض المناطق مطاعم كثيره زي منطقتنا مافيها مطعم مفتوح الا. كنتاكي,0
خورافي لا للوصف,1
البرنامج معطال دائما,-1
برنامج ممتاز وسهل,1
كثير عليكو نجمه واحده انا بطلب اوردر وا يتأخر ساعه او 2 ليه وا هوا بيقلي 15دقيقه انت كذبين خساره فيكم,-1
رائع جدا يستحق الاعجاب,1
البحث عن كل مشاركات ام دبليو ام كلثوم في أشهر الحج في رمضان الماضي في أشهر الحج والعمرة والزيارة قف مع نفسك من الضحك مع هاد الشي اللي ما يعرف كل شيء قدير اللهم امين اللهم اني اسالك الجنه الحلقه الاولى من برنامج اكس مع موستنج للبيع او البدل ب ب ب ب ام لا وهل هناك تعليقات في رمضان الماضي في العالم الإسلامي في رمضان المقبل في ذهاب نصف نهائي كاس اسيا تحت رقم الهاتف في وجه اخيك صدقه الفطر في العالم العربي من اخبار هنا الناصرة في أشهر في العالم من حيث المبدأ على هذا المجهود الطيب يا احلى فساتين زفاف ج,1
برنامج فاشل والسبب / التأخير مع التواصل مع المطعم برنامج ديليفرو أفضل,-1
الموقع اعجبني مرههههههه,1
😭💘,1
لا تقبل تسجيل دخول,1
صار الي نص ساعة و مافي سواق ارجو حل المشكلة,0
عايز اخود اسكرين لما احول لي حد فلوس اي دا مش بيردا لي,-1
توصيل سيء جداً جداً و دائما يتأخر عن الوقت,-1
لا انصح بتنزيله . انا نزلته ورجعت حذفته . غير عملي ولا يوجد خيارات كافيه للاسف,-1
حلو مررررره أنصحكم تحملونه جميييييييييييل حلو حلو حلو حلو,1
التطبيق وايد حلو بس مشكلته يتأخر وايد,1
كويس ماشي حاله,1
رائع جميل,1
كتير كتير حلو,-1
لكن حبذا لو تتم اضافة بيتزاهت وماكدونالز ودمتم سالمين,1
انه جيد جدا ويوفر لنا,0
حسبي الله ونعم الوكيل,-1
انا زهقت يعني خصمتو فلوس كتير وممكن ترجع وممكن لا والبلكيش مش بيفتح ولا ف اي حاجه بجد تعبت من الخدمه وهغير الشركه خالص بسبب سوق تعمل مع العماله,-1
جيد و اسعار التوصيل ممتازة,1
لا يوجد في تركيا,-1
جيد ولكن,1
مرتين وعجبني,0
اعجبني جدا والى الامام ان شاء الله,1
والله فاش ل طلبت الساعه 5 جوعان حيل اله طلبت وشوف مته جاني بساعه9,-1
تجربتي ممتازة مع طلبات يمتازون بالدقة وسرعة التوصيل,1
اكلك المفضل بضغطة واحدة يكون عندك ، طلبات وبس,1
يساعدك على اختيار المطاعم بجميع انواعها,1
احلئ من ما في,1
سرقه,-1
الخدمه ذي الزفت معيا فتورة شخنتها خصمو الفلوس من غير ما تتجدد من يوم 15/1/2021لحد دلوقتي متحلتش حسبي الله ونعم الوكيل,-1
رائع وجميل جدا جدا,1
انا كنت مندوب في البرنامج نصابين واداره فاشله مش فاهمه حاجه دا غير اني عميل توصيل بعد 2ساعه مشغلين ناس مش فاهمه دا غير أن الاوردر لو عليه خصم المطعم بيجبلك اوردر عل قد فلوسك 😂,-1
برنامج رائع جدا وسهل وسريع في الخدمة ولا يحتاج تروح وتعب نفسك تمسك دور ومتى يخلص الطلب يجيب الطلب إلى باب بيتك,1
